Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230804:0409,0.0,0.0,0.0,0.0,0.0,20.87,7.1,0.0
20230804:0509,0.0,0.0,0.0,0.0,0.0,20.76,7.03,0.0
20230804:0609,0.0,0.0,0.0,0.0,0.0,20.63,7.03,0.0
20230804:0709,18.71,0.0,38.33,0.45,8.29,20.61,7.1,0.0
20230804:0809,81.89,3.38,119.94,1.41,21.23,20.96,7.24,0.0
20230804:0909,124.78,1.69,175.99,2.01,34.39,21.59,7.38,0.0
20230804:1009,140.21,0.0,197.76,2.23,47.61,22.25,7.45,0.0
20230804:1109,233.3,5.71,311.48,3.58,60.64,23.01,7.45,0.0
20230804:1209,295.77,16.5,381.98,4.49,72.68,23.47,7.59,0.0
20230804:1309,229.22,0.98,312.29,3.54,79.19,23.89,7.66,0.0
20230804:1409,192.95,0.0,266.83,3.01,72.26,24.1,7.79,0.0
20230804:1509,327.04,49.31,390.06,4.93,60.14,24.11,7.93,0.0
20230804:1609,154.7,0.94,216.71,2.46,47.1,24.03,8.21,0.0
20230804:1709,142.97,5.3,196.87,2.29,33.88,23.48,8.34,0.0
20230804:1809,80.09,3.72,118.14,1.39,20.72,22.82,8.34,0.0
20230804:1909,22.2,0.62,43.52,0.56,7.8,22.14,8.48,0.0
20230804:2009,0.0,0.0,0.0,0.0,0.0,21.46,8.34,0.0
20230804:2109,0.0,0.0,0.0,0.0,0.0,21.01,8.14,0.0
20230804:2209,0.0,0.0,0.0,0.0,0.0,20.69,8.07,0.0
20230804:2309,0.0,0.0,0.0,0.0,0.0,20.5,7.93,0.0
20230805:0009,0.0,0.0,0.0,0.0,0.0,20.38,7.79,0.0
20230805:0109,0.0,0.0,0.0,0.0,0.0,20.21,7.59,0.0
20230805:0209,0.0,0.0,0.0,0.0,0.0,20.07,7.52,0.0
20230805:0309,0.0,0.0,0.0,0.0,0.0,19.9,7.45,0.0
20230805:0409,0.0,0.0,0.0,0.0,0.0,19.79,7.31,0.0
20230805:0509,0.0,0.0,0.0,0.0,0.0,19.66,7.24,0.0
20230805:0609,0.0,0.0,0.0,0.0,0.0,19.56,7.24,0.0
20230805:0709,23.9,0.0,45.63,0.53,8.19,19.62,7.31,0.0
20230805:0809,133.58,45.61,149.39,2.45,21.14,19.98,7.52,0.0
20230805:0909,272.5,115.09,249.43,4.27,34.31,20.74,7.66,0.0
20230805:1009,329.65,88.04,348.67,4.94,47.52,21.48,7.79,0.0
20230805:1109,543.45,352.81,364.99,7.95,60.54,22.24,7.79,0.0
20230805:1209,460.85,142.04,470.48,6.8,72.52,22.73,7.72,0.0
20230805:1309,607.94,375.8,437.02,8.85,78.92,23.29,7.66,0.0
20230805:1409,724.02,764.68,207.72,10.55,72.07,23.61,7.52,0.0
20230805:1509,679.76,774.49,133.5,9.97,60.0,23.89,7.52,0.0
20230805:1609,542.12,582.88,136.24,8.09,46.98,23.91,7.31,0.0
20230805:1709,369.81,384.21,113.77,5.91,33.75,23.59,7.1,0.0
20230805:1809,160.25,158.77,88.2,3.32,20.59,23.1,6.97,0.0
20230805:1909,15.39,6.13,32.48,1.0,7.66,22.3,7.03,0.0
20230805:2009,0.0,0.0,0.0,0.0,0.0,21.4,7.03,0.0
20230805:2109,0.0,0.0,0.0,0.0,0.0,21.0,7.03,0.0
20230805:2209,0.0,0.0,0.0,0.0,0.0,20.89,6.97,0.0
20230805:2309,0.0,0.0,0.0,0.0,0.0,20.75,6.83,0.0
20230806:0009,0.0,0.0,0.0,0.0,0.0,20.63,6.62,0.0
20230806:0109,0.0,0.0,0.0,0.0,0.0,20.5,6.55,0.0
20230806:0209,0.0,0.0,0.0,0.0,0.0,20.39,6.55,0.0
20230806:0309,0.0,0.0,0.0,0.0,0.0,20.28,6.55,0.0
20230806:0409,0.0,0.0,0.0,0.0,0.0,20.21,6.55,0.0
20230806:0509,0.0,0.0,0.0,0.0,0.0,20.2,6.48,0.0
20230806:0609,0.0,0.0,0.0,0.0,0.0,20.21,6.48,0.0
20230806:0709,25.76,0.0,48.37,0.57,8.09,20.18,6.55,0.0
20230806:0809,146.83,103.48,118.47,3.03,21.05,20.7,6.76,0.0
20230806:0909,341.54,307.6,149.54,5.58,34.22,21.47,6.83,0.0
20230806:1009,516.17,515.13,166.43,7.82,47.44,22.4,6.62,0.0
20230806:1109,586.43,486.61,297.24,8.67,60.43,23.33,6.41,0.0
20230806:1209,711.58,759.65,207.05,10.54,72.36,24.04,6.0,0.0
20230806:1309,746.56,841.81,182.09,11.08,78.65,24.6,5.72,0.0
20230806:1409,705.48,748.77,216.98,10.45,71.87,25.11,5.72,0.0
20230806:1509,641.18,691.91,178.68,9.52,59.86,25.3,5.72,0.0
20230806:1609,531.63,573.25,141.43,8.01,46.85,25.05,5.72,0.0
20230806:1709,346.02,323.33,146.95,5.52,33.63,24.6,5.86,0.0
20230806:1809,118.59,28.62,147.3,2.08,20.46,23.91,5.93,0.0
20230806:1909,21.1,3.26,41.62,0.82,7.51,23.06,5.52,0.0
20230806:2009,0.0,0.0,0.0,0.0,0.0,22.23,5.1,0.0
20230806:2109,0.0,0.0,0.0,0.0,0.0,21.73,4.9,0.0
20230806:2209,0.0,0.0,0.0,0.0,0.0,21.41,4.76,0.0
20230806:2309,0.0,0.0,0.0,0.0,0.0,21.13,4.76,0.0
20230807:0009,0.0,0.0,0.0,0.0,0.0,21.01,4.9,0.0
20230807:0109,0.0,0.0,0.0,0.0,0.0,20.82,4.76,0.0
20230807:0209,0.0,0.0,0.0,0.0,0.0,20.83,4.83,0.0
20230807:0309,0.0,0.0,0.0,0.0,0.0,20.76,4.97,0.0
20230807:0409,0.0,0.0,0.0,0.0,0.0,20.83,5.1,0.0
20230807:0509,0.0,0.0,0.0,0.0,0.0,20.76,5.1,0.0
20230807:0609,0.0,0.0,0.0,0.0,0.0,20.58,4.97,0.0
20230807:0709,24.41,0.0,46.54,0.54,7.99,20.49,4.55,0.0
20230807:0809,145.57,113.85,109.02,3.08,20.96,21.01,4.62,0.0
20230807:0909,329.74,284.14,161.45,5.4,34.14,21.82,4.55,0.0
20230807:1009,433.11,286.06,293.64,6.56,47.35,22.71,4.55,0.0
20230807:1109,634.87,694.93,166.31,9.54,60.33,23.56,4.55,0.0
20230807:1209,706.7,790.78,181.36,10.58,72.19,24.04,4.48,0.0
20230807:1309,730.91,828.96,183.34,10.93,78.37,24.39,4.41,0.0
20230807:1409,719.76,839.17,157.11,10.77,71.67,24.77,4.41,0.0
20230807:1509,645.23,730.7,153.0,9.65,59.71,24.9,4.41,0.0
20230807:1609,508.57,524.69,163.37,7.68,46.71,24.89,4.41,0.0
20230807:1709,333.09,292.39,162.68,5.31,33.49,24.52,4.48,0.0
20230807:1809,146.41,101.51,121.01,2.84,20.32,23.86,4.69,0.0
20230807:1909,17.01,4.4,35.38,0.88,7.36,22.96,4.41,0.0
20230807:2009,0.0,0.0,0.0,0.0,0.0,22.25,4.48,0.0
20230807:2109,0.0,0.0,0.0,0.0,0.0,21.81,4.48,0.0
20230807:2209,0.0,0.0,0.0,0.0,0.0,21.51,4.48,0.0
20230807:2309,0.0,0.0,0.0,0.0,0.0,21.19,4.28,0.0
20230808:0009,0.0,0.0,0.0,0.0,0.0,20.88,4.21,0.0
20230808:0109,0.0,0.0,0.0,0.0,0.0,20.77,4.0,0.0
20230808:0209,0.0,0.0,0.0,0.0,0.0,20.66,3.86,0.0
20230808:0309,0.0,0.0,0.0,0.0,0.0,20.53,3.72,0.0
20230808:0409,0.0,0.0,0.0,0.0,0.0,20.45,3.72,0.0
20230808:0509,0.0,0.0,0.0,0.0,0.0,20.35,3.79,0.0
20230808:0609,0.0,0.0,0.0,0.0,0.0,20.23,3.79,0.0
20230808:0709,22.49,0.0,43.8,0.51,7.89,20.31,2.97,0.0
20230808:0809,141.54,91.03,123.44,2.86,20.87,21.05,3.31,0.0
20230808:0909,217.4,49.7,248.98,3.43,34.06,21.97,3.24,0.0
20230808:1009,446.06,334.19,268.41,6.82,47.27,22.94,3.24,0.0
20230808:1109,598.65,586.27,233.69,9.04,60.22,23.75,3.45,0.0
20230808:1209,695.0,775.06,189.63,10.47,72.02,24.36,3.72,0.0
20230808:1309,721.91,812.12,192.63,10.82,78.09,24.75,4.07,0.0
20230808:1409,699.8,777.99,190.51,10.44,71.46,24.86,4.28,0.0
20230808:1509,633.97,698.42,168.23,9.43,59.55,24.88,4.48,0.0
20230808:1609,521.48,559.6,143.93,7.84,46.57,24.72,4.76,0.0
20230808:1709,357.53,370.74,116.54,5.72,33.35,24.42,4.9,0.0
20230808:1809,152.89,144.01,92.98,3.12,20.18,23.9,4.97,0.0
20230808:1909,17.34,3.84,36.01,0.83,7.21,23.28,4.9,0.0
20230808:2009,0.0,0.0,0.0,0.0,0.0,22.44,4.76,0.0
20230808:2109,0.0,0.0,0.0,0.0,0.0,21.91,4.83,0.0
20230808:2209,0.0,0.0,0.0,0.0,0.0,21.53,4.83,0.0
20230808:2309,0.0,0.0,0.0,0.0,0.0,21.21,4.9,0.0
20230809:0009,0.0,0.0,0.0,0.0,0.0,20.98,5.03,0.0
20230809:0109,0.0,0.0,0.0,0.0,0.0,20.83,5.24,0.0
20230809:0209,0.0,0.0,0.0,0.0,0.0,20.69,5.31,0.0
20230809:0309,0.0,0.0,0.0,0.0,0.0,20.5,5.38,0.0
20230809:0409,0.0,0.0,0.0,0.0,0.0,20.44,5.45,0.0
20230809:0509,0.0,0.0,0.0,0.0,0.0,20.41,5.66,0.0
20230809:0609,0.0,0.0,0.0,0.0,0.0,20.45,5.79,0.0
20230809:0709,23.77,0.0,45.63,0.53,7.79,20.56,5.72,0.0
20230809:0809,145.78,126.68,97.99,3.12,20.78,21.11,6.0,0.0
20230809:0909,337.13,314.14,139.05,5.48,33.97,22.14,6.34,0.0
20230809:1009,504.64,499.66,168.32,7.6,47.18,23.06,6.62,0.0
20230809:1109,649.15,715.07,152.95,9.57,60.11,23.76,6.76,0.0
20230809:1209,648.74,557.92,316.88,9.47,71.84,24.29,6.76,0.0
20230809:1309,550.82,286.2,456.85,8.09,77.81,24.78,6.83,0.0
20230809:1409,522.82,259.3,445.24,7.68,71.24,25.0,6.9,0.0
20230809:1509,540.4,380.0,345.11,7.89,59.38,25.03,7.1,0.0
20230809:1609,461.03,358.95,256.03,6.81,46.42,24.86,7.31,0.0
20230809:1709,252.17,100.94,243.18,3.92,33.21,24.52,7.45,0.0
20230809:1809,133.64,64.39,135.79,2.46,20.03,23.96,7.45,0.0
20230809:1909,20.21,1.59,40.61,0.64,7.05,23.01,7.72,0.0
20230809:2009,0.0,0.0,0.0,0.0,0.0,22.09,7.86,0.0
20230809:2109,0.0,0.0,0.0,0.0,0.0,21.54,7.72,0.0
20230809:2209,0.0,0.0,0.0,0.0,0.0,21.25,7.72,0.0
20230809:2309,0.0,0.0,0.0,0.0,0.0,21.17,7.79,0.0
20230810:0009,0.0,0.0,0.0,0.0,0.0,21.11,7.79,0.0
20230810:0109,0.0,0.0,0.0,0.0,0.0,21.07,7.86,0.0
20230810:0209,0.0,0.0,0.0,0.0,0.0,21.03,7.93,0.0
20230810:0309,0.0,0.0,0.0,0.0,0.0,21.04,7.79,0.0
20230810:0409,0.0,0.0,0.0,0.0,0.0,21.06,7.66,0.0
20230810:0509,0.0,0.0,0.0,0.0,0.0,21.06,7.45,0.0
20230810:0609,0.0,0.0,0.0,0.0,0.0,21.17,7.38,0.0
20230810:0709,23.66,0.0,45.63,0.53,7.69,21.55,7.59,0.0
20230810:0809,138.79,79.67,129.2,2.72,20.69,22.43,7.72,0.0
20230810:0909,326.55,272.31,168.13,5.27,33.89,23.77,8.07,0.0
20230810:1009,407.94,227.36,317.48,6.12,47.09,24.93,8.0,0.0
20230810:1109,560.1,428.1,323.12,8.24,60.0,25.65,7.93,0.0
20230810:1209,615.18,460.84,371.58,9.01,71.66,26.28,7.86,0.0
20230810:1309,602.03,398.08,420.53,8.84,77.52,26.96,7.79,0.0
20230810:1409,620.46,484.16,360.32,9.08,71.02,27.35,7.79,0.0
20230810:1509,560.3,440.93,318.39,8.23,59.21,27.49,7.66,0.0
20230810:1609,423.5,274.85,297.54,6.33,46.27,27.41,7.59,0.0
20230810:1709,257.98,114.02,241.65,4.05,33.06,26.98,7.59,0.0
20230810:1809,108.82,23.91,140.17,1.92,19.88,26.23,7.66,0.0
20230810:1909,18.49,0.66,38.57,0.51,6.88,25.14,7.72,0.0
20230810:2009,0.0,0.0,0.0,0.0,0.0,23.96,7.93,0.0
20230810:2109,0.0,0.0,0.0,0.0,0.0,23.44,8.07,0.0
20230810:2209,0.0,0.0,0.0,0.0,0.0,23.22,7.86,0.0
20230810:2309,0.0,0.0,0.0,0.0,0.0,23.03,7.45,0.0
20230811:0009,0.0,0.0,0.0,0.0,0.0,22.9,6.9,0.0
20230811:0109,0.0,0.0,0.0,0.0,0.0,22.8,6.55,0.0
20230811:0209,0.0,0.0,0.0,0.0,0.0,22.82,6.28,0.0
20230811:0309,0.0,0.0,0.0,0.0,0.0,22.97,6.34,0.0
20230811:0409,0.0,0.0,0.0,0.0,0.0,23.08,6.34,0.0
20230811:0509,0.0,0.0,0.0,0.0,0.0,23.16,6.28,0.0
20230811:0609,0.0,0.0,0.0,0.0,0.0,23.28,6.28,0.0
20230811:0709,20.77,0.04,41.62,0.74,7.59,23.65,6.14,0.0
20230811:0809,142.95,124.32,99.53,3.07,20.61,24.95,6.14,0.0
20230811:0909,338.01,339.54,125.18,5.6,33.81,26.84,6.28,0.0
20230811:1009,502.47,532.92,150.32,7.74,47.0,28.37,6.41,0.0
20230811:1109,622.38,687.08,169.41,9.39,59.89,29.33,6.48,0.0
20230811:1209,684.02,741.39,208.46,10.24,71.48,29.83,6.76,0.0
20230811:1309,716.3,807.06,193.46,10.71,77.22,30.32,6.83,0.0
20230811:1409,661.52,661.42,260.06,9.86,70.79,30.9,7.03,0.0
20230811:1509,610.41,645.96,197.95,9.11,59.04,30.95,7.1,0.0
20230811:1609,469.43,423.67,220.17,7.09,46.12,30.54,7.1,0.0
20230811:1709,306.15,236.25,189.61,4.88,32.91,29.68,6.9,0.0
20230811:1809,131.35,72.16,130.18,2.49,19.72,28.48,7.03,0.0
20230811:1909,16.39,2.77,35.32,0.74,6.72,27.31,6.83,0.0
20230811:2009,0.0,0.0,0.0,0.0,0.0,26.04,6.97,0.0
20230811:2109,0.0,0.0,0.0,0.0,0.0,25.47,7.17,0.0
20230811:2209,0.0,0.0,0.0,0.0,0.0,25.1,7.24,0.0
20230811:2309,0.0,0.0,0.0,0.0,0.0,24.77,7.17,0.0
20230812:0009,0.0,0.0,0.0,0.0,0.0,24.59,6.83,0.0
20230812:0109,0.0,0.0,0.0,0.0,0.0,24.43,6.41,0.0
20230812:0209,0.0,0.0,0.0,0.0,0.0,24.36,6.21,0.0
20230812:0309,0.0,0.0,0.0,0.0,0.0,24.34,6.21,0.0
20230812:0409,0.0,0.0,0.0,0.0,0.0,24.28,6.21,0.0
20230812:0509,0.0,0.0,0.0,0.0,0.0,24.27,6.21,0.0
20230812:0609,0.0,0.0,0.0,0.0,0.0,24.24,6.21,0.0
20230812:0709,20.2,0.04,41.05,0.56,7.49,24.38,6.14,0.0
20230812:0809,142.83,125.28,98.84,3.06,20.52,25.41,6.21,0.0
20230812:0909,340.55,345.46,122.57,5.62,33.72,26.91,6.41,0.0
20230812:1009,507.82,542.24,146.67,7.78,46.91,28.08,6.62,0.0
20230812:1109,628.64,698.76,164.72,9.45,59.77,28.87,6.48,0.0
20230812:1209,705.78,818.52,165.66,10.59,71.29,29.67,6.28,0.0
20230812:1309,719.19,823.02,185.7,10.77,76.93,30.26,6.28,0.0
20230812:1409,700.79,809.68,171.5,10.48,70.55,30.59,6.34,0.0
20230812:1509,615.76,672.43,182.31,9.21,58.86,30.91,6.41,0.0
20230812:1609,494.64,515.64,164.75,7.49,45.95,30.6,6.34,0.0
20230812:1709,334.04,332.13,133.15,5.36,32.75,29.81,6.21,0.0
20230812:1809,139.69,105.4,113.44,2.76,19.56,28.9,5.93,0.0
20230812:1909,16.82,1.74,36.21,0.63,6.54,27.63,6.48,0.0
20230812:2009,0.0,0.0,0.0,0.0,0.0,26.58,6.34,0.0
20230812:2109,0.0,0.0,0.0,0.0,0.0,26.06,6.55,0.0
20230812:2209,0.0,0.0,0.0,0.0,0.0,25.68,6.83,0.0
20230812:2309,0.0,0.0,0.0,0.0,0.0,25.35,6.9,0.0
20230813:0009,0.0,0.0,0.0,0.0,0.0,25.1,6.83,0.0
20230813:0109,0.0,0.0,0.0,0.0,0.0,24.79,6.62,0.0
20230813:0209,0.0,0.0,0.0,0.0,0.0,24.59,6.28,0.0
20230813:0309,0.0,0.0,0.0,0.0,0.0,24.42,6.14,0.0
20230813:0409,0.0,0.0,0.0,0.0,0.0,24.36,6.0,0.0
20230813:0509,0.0,0.0,0.0,0.0,0.0,24.29,5.66,0.0
20230813:0609,0.0,0.0,0.0,0.0,0.0,24.25,5.52,0.0
20230813:0709,20.98,0.16,42.12,0.66,7.39,24.3,4.97,0.0
20230813:0809,142.09,116.16,105.89,2.98,20.43,25.58,5.1,0.0
20230813:0909,336.94,337.44,127.69,5.56,33.64,27.27,5.59,0.0
20230813:1009,506.57,544.12,146.96,7.78,46.82,28.79,6.21,0.0
20230813:1109,630.93,711.5,159.03,9.5,59.65,29.7,6.48,0.0
20230813:1209,706.61,820.65,165.94,10.59,71.1,30.17,6.48,0.0
20230813:1309,723.9,836.09,179.95,10.82,76.62,30.29,6.28,0.0
20230813:1409,694.63,789.76,182.86,10.36,70.31,30.59,6.28,0.0
20230813:1509,617.53,674.31,181.61,9.2,58.67,30.68,6.48,0.0
20230813:1609,499.62,526.04,159.12,7.52,45.79,30.25,6.62,0.0
20230813:1709,338.14,340.87,129.53,5.41,32.59,29.66,6.34,0.0
20230813:1809,138.21,100.57,115.63,2.7,19.39,28.88,6.07,0.0
20230813:1909,16.41,1.46,35.65,0.6,6.37,27.75,6.28,0.0
20230813:2009,0.0,0.0,0.0,0.0,0.0,26.46,6.28,0.0
20230813:2109,0.0,0.0,0.0,0.0,0.0,25.66,6.14,0.0
20230813:2209,0.0,0.0,0.0,0.0,0.0,25.05,6.0,0.0
20230813:2309,0.0,0.0,0.0,0.0,0.0,24.31,6.07,0.0
20230814:0009,0.0,0.0,0.0,0.0,0.0,23.77,6.07,0.0
20230814:0109,0.0,0.0,0.0,0.0,0.0,23.59,6.14,0.0
20230814:0209,0.0,0.0,0.0,0.0,0.0,23.47,6.34,0.0
20230814:0309,0.0,0.0,0.0,0.0,0.0,23.47,6.55,0.0
20230814:0409,0.0,0.0,0.0,0.0,0.0,23.42,6.76,0.0
20230814:0509,0.0,0.0,0.0,0.0,0.0,23.27,6.55,0.0
20230814:0609,0.0,0.0,0.0,0.0,0.0,23.07,6.0,0.0
20230814:0709,19.33,0.36,39.36,0.74,7.29,22.77,4.55,0.0
20230814:0809,146.54,138.92,90.62,3.13,20.34,23.57,4.69,0.0
20230814:0909,346.1,349.61,123.12,5.63,33.55,24.95,5.31,0.0
20230814:1009,512.57,540.37,151.19,7.76,46.73,26.07,5.79,0.0
20230814:1109,635.64,695.98,170.3,9.42,59.53,26.85,6.21,0.0
20230814:1209,719.22,825.8,165.22,10.61,70.9,27.53,6.55,0.0
20230814:1309,734.05,830.19,185.3,10.79,76.32,28.06,6.76,0.0
20230814:1409,689.87,722.66,227.36,10.1,70.06,28.09,6.83,0.0
20230814:1509,609.33,602.74,228.69,8.91,58.47,28.08,6.97,0.0
20230814:1609,438.39,315.32,278.22,6.5,45.62,27.59,7.1,0.0
20230814:1709,267.49,138.04,230.38,4.17,32.43,26.88,7.17,0.0
20230814:1809,105.81,24.51,135.64,1.87,19.22,25.9,7.17,0.0
20230814:1909,16.66,0.92,35.73,0.53,6.19,24.92,6.9,0.0
20230814:2009,0.0,0.0,0.0,0.0,0.0,23.67,6.97,0.0
20230814:2109,0.0,0.0,0.0,0.0,0.0,23.07,6.9,0.0
20230814:2209,0.0,0.0,0.0,0.0,0.0,22.63,6.9,0.0
20230814:2309,0.0,0.0,0.0,0.0,0.0,22.32,6.69,0.0
20230815:0009,0.0,0.0,0.0,0.0,0.0,22.03,6.62,0.0
20230815:0109,0.0,0.0,0.0,0.0,0.0,21.88,6.76,0.0
20230815:0209,0.0,0.0,0.0,0.0,0.0,21.78,6.83,0.0
20230815:0309,0.0,0.0,0.0,0.0,0.0,21.73,6.97,0.0
20230815:0409,0.0,0.0,0.0,0.0,0.0,21.74,7.1,0.0
20230815:0509,0.0,0.0,0.0,0.0,0.0,21.67,7.24,0.0
20230815:0609,0.0,0.0,0.0,0.0,0.0,21.64,7.38,0.0
20230815:0709,20.35,0.27,40.78,0.62,7.19,21.78,6.97,0.0
20230815:0809,140.17,85.79,125.33,2.71,20.25,22.16,6.69,0.0
20230815:0909,282.98,152.2,230.61,4.42,33.47,23.12,6.62,0.0
20230815:1009,402.63,218.06,320.41,5.99,46.64,24.2,6.55,0.0
20230815:1109,532.41,357.85,358.29,7.79,59.41,25.15,6.76,0.0
20230815:1209,676.03,643.46,276.31,9.82,70.7,25.96,6.97,0.0
20230815:1309,667.67,568.96,341.92,9.68,76.01,26.35,7.1,0.0
20230815:1409,699.72,724.57,228.72,10.11,69.8,26.36,7.24,0.0
20230815:1509,577.7,482.98,296.19,8.34,58.27,26.18,7.31,0.0
20230815:1609,503.7,491.61,182.43,7.35,45.44,25.79,7.31,0.0
20230815:1709,311.35,232.92,190.68,4.8,32.26,25.29,7.24,0.0
20230815:1809,129.43,66.86,129.02,2.37,19.05,24.47,7.17,0.0
20230815:1909,14.37,0.43,32.16,0.43,6.0,23.61,7.17,0.0
20230815:2009,0.0,0.0,0.0,0.0,0.0,22.47,7.52,0.0
20230815:2109,0.0,0.0,0.0,0.0,0.0,21.84,7.52,0.0
20230815:2209,0.0,0.0,0.0,0.0,0.0,21.56,7.52,0.0
20230815:2309,0.0,0.0,0.0,0.0,0.0,21.3,7.38,0.0
20230816:0009,0.0,0.0,0.0,0.0,0.0,21.08,7.31,0.0
20230816:0109,0.0,0.0,0.0,0.0,0.0,20.96,7.24,0.0
20230816:0209,0.0,0.0,0.0,0.0,0.0,20.84,7.1,0.0
20230816:0309,0.0,0.0,0.0,0.0,0.0,20.65,7.03,0.0
20230816:0409,0.0,0.0,0.0,0.0,0.0,20.57,6.9,0.0
20230816:0509,0.0,0.0,0.0,0.0,0.0,20.49,6.69,0.0
20230816:0609,0.0,0.0,0.0,0.0,0.0,20.43,6.62,0.0
20230816:0709,19.57,0.52,39.38,0.68,7.09,20.5,6.0,0.0
20230816:0809,147.76,120.52,104.67,2.98,20.17,21.14,6.28,0.0
20230816:0909,346.0,328.11,136.3,5.47,33.38,22.27,6.48,0.0
20230816:1009,523.99,544.25,150.82,7.75,46.54,23.43,6.62,0.0
20230816:1109,634.74,653.93,197.83,9.21,59.29,24.32,6.69,0.0
20230816:1209,725.34,808.25,177.92,10.5,70.5,24.92,6.62,0.0
20230816:1309,746.46,834.5,185.91,10.79,75.69,25.35,6.62,0.0
20230816:1409,726.64,819.2,172.67,10.49,69.54,25.55,6.55,0.0
20230816:1509,630.53,654.18,198.57,9.09,58.07,25.63,6.48,0.0
20230816:1609,439.3,309.65,280.65,6.43,45.26,25.48,6.41,0.0
20230816:1709,330.71,291.52,158.46,5.1,32.08,25.0,6.34,0.0
20230816:1809,130.96,71.32,127.18,2.4,18.87,24.22,6.48,0.0
20230816:1909,15.05,0.71,33.11,0.49,5.81,23.29,6.83,0.0
20230816:2009,0.0,0.0,0.0,0.0,0.0,22.09,7.1,0.0
20230816:2109,0.0,0.0,0.0,0.0,0.0,21.5,7.17,0.0
20230816:2209,0.0,0.0,0.0,0.0,0.0,21.2,7.03,0.0
20230816:2309,0.0,0.0,0.0,0.0,0.0,20.99,6.83,0.0
20230817:0009,0.0,0.0,0.0,0.0,0.0,20.91,6.69,0.0
20230817:0109,0.0,0.0,0.0,0.0,0.0,20.78,6.69,0.0
20230817:0209,0.0,0.0,0.0,0.0,0.0,20.65,6.55,0.0
20230817:0309,0.0,0.0,0.0,0.0,0.0,20.55,6.34,0.0
20230817:0409,0.0,0.0,0.0,0.0,0.0,20.52,6.14,0.0
20230817:0509,0.0,0.0,0.0,0.0,0.0,20.46,6.07,0.0
20230817:0609,0.0,0.0,0.0,0.0,0.0,20.45,6.0,0.0
20230817:0709,18.37,0.18,37.77,0.49,6.99,20.42,5.59,0.0
20230817:0809,148.95,135.71,93.42,3.06,20.08,21.17,5.45,0.0
20230817:0909,352.34,352.08,123.08,5.59,33.3,22.53,5.38,0.0
20230817:1009,519.29,543.38,152.12,7.73,46.45,23.82,5.17,0.0
20230817:1109,643.21,710.16,165.22,9.45,59.16,24.76,5.03,0.0
20230817:1209,717.92,818.49,172.16,10.52,70.29,25.48,5.1,0.0
20230817:1309,736.24,833.68,186.21,10.76,75.37,25.95,5.31,0.0
20230817:1409,726.45,840.61,160.78,10.57,69.28,26.06,5.66,0.0
20230817:1509,647.12,719.21,160.74,9.36,57.86,25.94,6.0,0.0
20230817:1609,517.27,543.03,152.4,7.54,45.07,25.67,6.14,0.0
20230817:1709,346.33,345.99,125.79,5.34,31.9,25.18,6.14,0.0
20230817:1809,137.88,99.24,112.68,2.61,18.69,24.47,6.34,0.0
20230817:1909,12.72,0.57,29.55,0.46,5.62,23.71,6.76,0.0
20230817:2009,0.0,0.0,0.0,0.0,0.0,22.59,6.83,0.0
20230817:2109,0.0,0.0,0.0,0.0,0.0,22.04,6.69,0.0
20230817:2209,0.0,0.0,0.0,0.0,0.0,21.76,6.62,0.0
20230817:2309,0.0,0.0,0.0,0.0,0.0,21.53,6.62,0.0
20230818:0009,0.0,0.0,0.0,0.0,0.0,21.36,6.55,0.0
20230818:0109,0.0,0.0,0.0,0.0,0.0,21.25,6.41,0.0
20230818:0209,0.0,0.0,0.0,0.0,0.0,21.15,6.21,0.0
20230818:0309,0.0,0.0,0.0,0.0,0.0,21.06,5.79,0.0
20230818:0409,0.0,0.0,0.0,0.0,0.0,21.03,5.31,0.0
20230818:0509,0.0,0.0,0.0,0.0,0.0,21.06,5.03,0.0
20230818:0609,0.0,0.0,0.0,0.0,0.0,21.09,4.9,0.0
20230818:0709,16.47,1.16,34.81,0.75,6.89,21.24,4.97,0.0
20230818:0809,150.56,146.65,86.95,3.12,19.99,22.11,5.24,0.0
20230818:0909,350.27,350.25,124.37,5.56,33.21,23.67,5.52,0.0
20230818:1009,513.31,533.89,156.39,7.64,46.35,25.02,5.45,0.0
20230818:1109,637.7,707.4,165.52,9.39,59.03,26.3,5.24,0.0
20230818:1209,715.73,826.79,167.39,10.54,70.08,27.25,5.38,0.0
20230818:1309,735.38,841.98,180.41,10.76,75.05,27.6,5.86,0.0
20230818:1409,712.95,804.41,178.3,10.34,69.0,27.46,6.41,0.0
20230818:1509,628.0,663.09,190.16,9.05,57.64,27.03,6.83,0.0
20230818:1609,500.76,496.74,176.44,7.28,44.88,26.42,6.9,0.0
20230818:1709,324.81,282.0,160.95,4.98,31.72,25.63,6.76,0.0
20230818:1809,128.24,73.12,122.76,2.36,18.5,24.8,6.55,0.0
20230818:1909,11.58,0.62,27.73,0.47,5.43,23.84,6.62,0.0
20230818:2009,0.0,0.0,0.0,0.0,0.0,22.85,6.55,0.0
20230818:2109,0.0,0.0,0.0,0.0,0.0,22.29,6.21,0.0
