Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230305:1409,769.73,763.66,220.26,8.86,53.37,19.37,2.9,0.0
20230305:1509,724.63,768.45,152.27,8.15,46.02,19.31,2.62,0.0
20230305:1609,603.93,640.1,118.2,6.58,35.75,19.11,2.14,0.0
20230305:1709,336.93,262.06,159.75,3.71,23.93,18.74,1.72,0.0
20230305:1809,97.33,56.28,83.74,1.27,11.3,18.22,1.38,0.0
20230305:1909,0.0,0.0,0.0,0.0,0.0,17.78,1.45,0.0
20230305:2009,0.0,0.0,0.0,0.0,0.0,17.36,1.72,0.0
20230305:2109,0.0,0.0,0.0,0.0,0.0,16.92,2.14,0.0
20230305:2209,0.0,0.0,0.0,0.0,0.0,16.54,2.55,0.0
20230305:2309,0.0,0.0,0.0,0.0,0.0,16.22,2.9,0.0
20230306:0009,0.0,0.0,0.0,0.0,0.0,15.98,3.03,0.0
20230306:0109,0.0,0.0,0.0,0.0,0.0,15.87,3.24,0.0
20230306:0209,0.0,0.0,0.0,0.0,0.0,15.74,3.31,0.0
20230306:0309,0.0,0.0,0.0,0.0,0.0,15.69,3.24,0.0
20230306:0409,0.0,0.0,0.0,0.0,0.0,15.67,3.1,0.0
20230306:0509,0.0,0.0,0.0,0.0,0.0,15.68,2.97,0.0
20230306:0609,0.0,0.0,0.0,0.0,0.0,15.58,2.76,0.0
20230306:0709,0.0,0.0,0.0,0.0,0.0,15.53,2.55,0.0
20230306:0809,89.09,77.06,61.05,1.22,9.37,15.51,2.07,0.0
20230306:0909,313.94,262.33,130.28,3.55,22.11,16.53,2.0,0.0
20230306:1009,547.81,547.52,130.27,6.09,34.13,17.45,2.21,0.0
20230306:1109,701.19,739.91,143.49,7.97,44.78,18.33,2.55,0.0
20230306:1209,724.88,660.98,261.79,8.46,52.8,19.05,2.62,0.0
20230306:1309,824.91,909.24,159.09,9.63,56.22,19.52,2.69,0.0
20230306:1409,817.28,913.17,140.7,9.43,53.71,19.76,2.9,0.0
20230306:1509,643.17,544.52,264.95,7.37,46.29,19.74,2.83,0.0
20230306:1609,384.44,189.19,288.08,4.66,35.96,19.57,2.34,0.0
20230306:1709,242.74,114.62,192.74,2.98,24.1,19.27,1.59,0.0
20230306:1809,90.37,46.7,84.39,1.23,11.45,18.74,0.69,0.0
20230306:1909,0.0,0.0,0.0,0.0,0.0,18.15,1.66,0.0
20230306:2009,0.0,0.0,0.0,0.0,0.0,17.5,2.34,0.0
20230306:2109,0.0,0.0,0.0,0.0,0.0,17.01,2.83,0.0
20230306:2209,0.0,0.0,0.0,0.0,0.0,16.74,2.83,0.0
20230306:2309,0.0,0.0,0.0,0.0,0.0,16.43,2.76,0.0
20230307:0009,0.0,0.0,0.0,0.0,0.0,16.26,2.62,0.0
20230307:0109,0.0,0.0,0.0,0.0,0.0,16.13,2.62,0.0
20230307:0209,0.0,0.0,0.0,0.0,0.0,16.08,2.62,0.0
20230307:0309,0.0,0.0,0.0,0.0,0.0,15.92,2.55,0.0
20230307:0409,0.0,0.0,0.0,0.0,0.0,15.8,2.34,0.0
20230307:0509,0.0,0.0,0.0,0.0,0.0,15.58,2.07,0.0
20230307:0609,0.0,0.0,0.0,0.0,0.0,15.31,1.79,0.0
20230307:0709,0.0,0.0,0.0,0.0,0.0,14.66,1.66,0.0
20230307:0809,102.32,102.09,56.12,1.37,9.61,14.55,1.59,0.0
20230307:0909,341.54,321.25,107.4,3.84,22.37,16.66,1.59,0.0
20230307:1009,547.51,549.3,133.25,6.17,34.42,17.75,1.72,0.0
20230307:1109,704.33,760.46,137.84,8.13,45.11,18.86,2.0,0.0
20230307:1209,759.48,769.97,208.87,8.92,53.17,19.61,2.34,0.0
20230307:1309,837.62,945.14,145.67,9.85,56.61,20.07,2.69,0.0
20230307:1409,828.08,949.18,125.98,9.65,54.06,20.21,2.76,0.0
20230307:1509,732.05,787.39,146.17,8.32,46.56,20.14,2.76,0.0
20230307:1609,602.18,631.09,124.13,6.62,36.17,19.91,2.55,0.0
20230307:1709,398.25,389.94,109.04,4.26,24.27,19.48,2.21,0.0
20230307:1809,146.73,138.07,70.95,1.69,11.6,19.05,1.72,0.0
20230307:1909,0.0,0.0,0.0,0.0,0.0,18.3,2.34,0.0
20230307:2009,0.0,0.0,0.0,0.0,0.0,17.81,2.41,0.0
20230307:2109,0.0,0.0,0.0,0.0,0.0,17.55,2.48,0.0
20230307:2209,0.0,0.0,0.0,0.0,0.0,17.23,2.55,0.0
20230307:2309,0.0,0.0,0.0,0.0,0.0,16.87,2.62,0.0
20230308:0009,0.0,0.0,0.0,0.0,0.0,16.54,2.76,0.0
20230308:0109,0.0,0.0,0.0,0.0,0.0,16.24,2.83,0.0
20230308:0209,0.0,0.0,0.0,0.0,0.0,16.02,2.83,0.0
20230308:0309,0.0,0.0,0.0,0.0,0.0,15.89,2.9,0.0
20230308:0409,0.0,0.0,0.0,0.0,0.0,15.88,2.9,0.0
20230308:0509,0.0,0.0,0.0,0.0,0.0,15.81,2.9,0.0
20230308:0609,0.0,0.0,0.0,0.0,0.0,15.78,2.9,0.0
20230308:0709,0.0,0.0,0.0,0.0,0.0,15.7,3.1,0.0
20230308:0809,82.71,57.24,68.94,1.19,9.86,15.78,2.83,0.0
20230308:0909,234.03,113.88,179.64,2.91,22.63,16.67,2.76,0.0
20230308:1009,526.05,472.51,175.6,5.94,34.71,17.8,2.69,0.0
20230308:1109,696.38,713.38,164.53,8.0,45.45,18.83,2.69,0.0
20230308:1209,786.78,836.75,174.26,9.21,53.55,19.61,2.76,0.0
20230308:1309,837.92,939.31,150.89,9.88,57.0,20.1,2.76,0.0
20230308:1409,821.9,930.13,137.97,9.63,54.4,20.31,2.69,0.0
20230308:1509,728.18,781.7,150.21,8.34,46.83,20.3,2.55,0.0
20230308:1609,599.01,626.65,127.06,6.65,36.38,20.11,2.34,0.0
20230308:1709,397.84,388.38,110.84,4.3,24.44,19.78,2.21,0.0
20230308:1809,127.69,99.23,82.48,1.56,11.74,19.26,2.28,0.0
20230308:1909,0.0,0.0,0.0,0.0,0.0,18.2,3.79,0.0
20230308:2009,0.0,0.0,0.0,0.0,0.0,17.45,3.72,0.0
20230308:2109,0.0,0.0,0.0,0.0,0.0,17.02,3.86,0.0
20230308:2209,0.0,0.0,0.0,0.0,0.0,16.68,4.0,0.0
20230308:2309,0.0,0.0,0.0,0.0,0.0,16.39,4.14,0.0
20230309:0009,0.0,0.0,0.0,0.0,0.0,16.2,4.07,0.0
20230309:0109,0.0,0.0,0.0,0.0,0.0,16.02,3.93,0.0
20230309:0209,0.0,0.0,0.0,0.0,0.0,15.86,3.79,0.0
20230309:0309,0.0,0.0,0.0,0.0,0.0,15.83,3.86,0.0
20230309:0409,0.0,0.0,0.0,0.0,0.0,15.84,3.86,0.0
20230309:0509,0.0,0.0,0.0,0.0,0.0,15.87,3.79,0.0
20230309:0609,0.0,0.0,0.0,0.0,0.0,15.94,3.79,0.0
20230309:0709,0.0,0.0,0.0,0.0,0.0,16.05,4.28,0.0
20230309:0809,64.7,26.82,71.76,1.0,10.1,16.2,4.28,0.0
20230309:0909,188.26,57.68,180.82,2.49,22.9,17.24,4.48,0.0
20230309:1009,379.17,181.11,281.67,4.62,35.01,18.39,4.55,0.0
20230309:1109,601.89,439.37,303.19,7.03,45.78,19.34,4.34,0.0
20230309:1209,602.66,355.56,394.33,7.31,53.94,20.14,4.21,0.0
20230309:1309,840.47,895.76,178.0,9.79,57.4,20.77,4.28,0.0
20230309:1409,836.02,915.96,148.79,9.64,54.74,21.1,4.55,0.0
20230309:1509,749.35,790.42,150.01,8.45,47.1,21.13,4.76,0.0
20230309:1609,616.2,634.42,125.71,6.73,36.59,20.84,5.03,0.0
20230309:1709,392.5,360.38,125.08,4.23,24.61,20.32,5.24,0.0
20230309:1809,153.87,146.74,70.82,1.78,11.89,19.53,5.38,0.0
20230309:1909,0.0,0.0,0.0,0.0,0.0,18.56,5.86,0.0
20230309:2009,0.0,0.0,0.0,0.0,0.0,17.83,5.66,0.0
20230309:2109,0.0,0.0,0.0,0.0,0.0,17.43,5.66,0.0
20230309:2209,0.0,0.0,0.0,0.0,0.0,17.17,5.72,0.0
20230309:2309,0.0,0.0,0.0,0.0,0.0,16.95,5.72,0.0
20230310:0009,0.0,0.0,0.0,0.0,0.0,16.86,5.79,0.0
20230310:0109,0.0,0.0,0.0,0.0,0.0,16.78,5.86,0.0
20230310:0209,0.0,0.0,0.0,0.0,0.0,16.74,6.0,0.0
20230310:0309,0.0,0.0,0.0,0.0,0.0,16.67,6.21,0.0
20230310:0409,0.0,0.0,0.0,0.0,0.0,16.67,6.34,0.0
20230310:0509,0.0,0.0,0.0,0.0,0.0,16.71,6.14,0.0
20230310:0609,0.0,0.0,0.0,0.0,0.0,16.78,5.93,0.0
20230310:0709,0.0,0.0,0.0,0.0,0.0,16.78,5.86,0.0
20230310:0809,82.08,50.17,73.78,1.21,10.35,16.8,5.38,0.0
20230310:0909,246.33,123.99,182.93,3.05,23.16,17.49,5.24,0.0
20230310:1009,494.07,375.58,224.72,5.65,35.3,18.76,5.31,0.0
20230310:1109,698.53,669.72,193.53,7.96,46.12,19.82,5.17,0.0
20230310:1209,795.92,799.89,200.45,9.2,54.32,20.61,5.1,0.0
20230310:1309,854.64,923.07,162.29,9.92,57.79,21.13,5.1,0.0
20230310:1409,835.2,903.07,154.99,9.62,55.08,21.39,5.17,0.0
20230310:1509,732.9,740.63,175.55,8.29,47.36,21.48,5.24,0.0
20230310:1609,601.41,599.7,141.46,6.61,36.79,21.28,5.38,0.0
20230310:1709,401.23,382.81,114.29,4.34,24.78,20.8,5.38,0.0
20230310:1809,152.31,144.67,71.39,1.8,12.03,20.09,5.38,0.0
20230310:1909,0.0,0.0,0.0,0.0,0.0,19.05,5.72,0.0
20230310:2009,0.0,0.0,0.0,0.0,0.0,18.18,6.0,0.0
20230310:2109,0.0,0.0,0.0,0.0,0.0,17.7,6.14,0.0
20230310:2209,0.0,0.0,0.0,0.0,0.0,17.42,6.07,0.0
20230310:2309,0.0,0.0,0.0,0.0,0.0,17.26,6.14,0.0
20230311:0009,0.0,0.0,0.0,0.0,0.0,17.14,6.21,0.0
20230311:0109,0.0,0.0,0.0,0.0,0.0,17.0,6.28,0.0
20230311:0209,0.0,0.0,0.0,0.0,0.0,16.85,6.28,0.0
20230311:0309,0.0,0.0,0.0,0.0,0.0,16.78,6.28,0.0
20230311:0409,0.0,0.0,0.0,0.0,0.0,16.74,6.21,0.0
20230311:0509,0.0,0.0,0.0,0.0,0.0,16.66,6.07,0.0
20230311:0609,0.0,0.0,0.0,0.0,0.0,16.63,5.86,0.0
20230311:0709,0.0,0.0,0.0,0.0,0.0,16.71,5.59,0.0
20230311:0809,107.72,98.6,64.84,1.51,10.6,16.84,5.52,0.0
20230311:0909,296.42,199.89,167.24,3.52,23.43,17.92,5.59,0.0
20230311:1009,508.64,399.34,220.23,5.83,35.6,19.34,5.45,0.0
20230311:1109,643.44,522.04,274.01,7.49,46.46,20.67,5.24,0.0
20230311:1209,799.56,810.88,201.39,9.34,54.7,21.58,4.97,0.0
20230311:1309,860.24,949.01,155.58,10.12,58.18,22.25,4.76,0.0
20230311:1409,824.31,890.28,166.81,9.65,55.42,22.72,4.62,0.0
20230311:1509,747.41,800.5,148.27,8.59,47.63,23.04,4.62,0.0
20230311:1609,607.24,626.8,132.7,6.8,36.99,23.04,4.62,0.0
20230311:1709,399.68,385.04,116.22,4.4,24.94,22.62,4.62,0.0
20230311:1809,143.06,124.99,79.43,1.75,12.17,21.73,4.69,0.0
20230311:1909,0.0,0.0,0.0,0.0,0.0,20.4,4.83,0.0
20230311:2009,0.0,0.0,0.0,0.0,0.0,19.3,4.83,0.0
20230311:2109,0.0,0.0,0.0,0.0,0.0,18.86,4.62,0.0
20230311:2209,0.0,0.0,0.0,0.0,0.0,18.65,4.41,0.0
20230311:2309,0.0,0.0,0.0,0.0,0.0,18.61,4.41,0.0
20230312:0009,0.0,0.0,0.0,0.0,0.0,18.67,4.41,0.0
20230312:0109,0.0,0.0,0.0,0.0,0.0,18.55,4.41,0.0
20230312:0209,0.0,0.0,0.0,0.0,0.0,18.63,4.14,0.0
20230312:0309,0.0,0.0,0.0,0.0,0.0,18.65,3.79,0.0
20230312:0409,0.0,0.0,0.0,0.0,0.0,18.51,3.59,0.0
20230312:0509,0.0,0.0,0.0,0.0,0.0,18.31,3.38,0.0
20230312:0609,0.0,0.0,0.0,0.0,0.0,18.16,3.03,0.0
20230312:0709,0.0,0.0,0.0,0.0,0.0,17.76,2.76,0.0
20230312:0809,114.22,113.9,61.09,1.61,10.85,17.68,2.48,0.0
20230312:0909,348.72,330.94,113.0,4.11,23.7,20.82,2.14,0.0
20230312:1009,551.95,577.77,131.69,6.56,35.9,24.0,1.93,0.0
20230312:1109,683.48,737.28,163.28,8.33,46.8,24.97,1.93,0.0
20230312:1209,774.44,861.37,173.04,9.55,55.09,25.18,2.28,0.0
20230312:1309,814.33,925.74,167.17,10.05,58.58,25.21,2.48,0.0
20230312:1409,787.14,861.16,183.79,9.58,55.76,25.37,2.83,0.0
20230312:1509,472.22,221.18,381.31,6.05,47.89,25.41,3.24,0.0
20230312:1609,544.26,486.92,204.27,6.31,37.19,25.2,3.66,0.0
20230312:1709,356.16,295.97,156.7,4.09,25.1,24.78,4.14,0.0
20230312:1809,131.71,103.16,86.84,1.69,12.3,23.84,4.55,0.0
20230312:1909,0.0,0.0,0.0,0.0,0.0,21.89,4.9,0.0
20230312:2009,0.0,0.0,0.0,0.0,0.0,20.42,5.31,0.0
20230312:2109,0.0,0.0,0.0,0.0,0.0,19.78,5.1,0.0
20230312:2209,0.0,0.0,0.0,0.0,0.0,19.56,4.69,0.0
20230312:2309,0.0,0.0,0.0,0.0,0.0,19.49,4.55,0.0
20230313:0009,0.0,0.0,0.0,0.0,0.0,19.32,4.69,0.0
20230313:0109,0.0,0.0,0.0,0.0,0.0,19.09,4.83,0.0
20230313:0209,0.0,0.0,0.0,0.0,0.0,18.79,4.76,0.0
20230313:0309,0.0,0.0,0.0,0.0,0.0,18.63,4.76,0.0
20230313:0409,0.0,0.0,0.0,0.0,0.0,18.47,5.03,0.0
20230313:0509,0.0,0.0,0.0,0.0,0.0,18.1,5.45,0.0
20230313:0609,0.0,0.0,0.0,0.0,0.0,17.8,5.72,0.0
20230313:0709,0.0,0.0,0.0,0.0,0.0,17.34,5.86,0.0
20230313:0809,40.95,3.58,61.75,0.73,11.1,17.43,5.59,0.0
20230313:0909,306.11,214.27,165.18,3.65,23.97,18.42,5.59,0.0
20230313:1009,546.89,490.14,176.93,6.25,36.2,19.8,5.66,0.0
20230313:1109,705.0,679.73,194.52,8.15,47.14,20.86,5.52,0.0
20230313:1209,715.53,570.54,324.71,8.49,55.47,21.45,5.45,0.0
20230313:1309,734.81,575.77,348.66,8.77,58.97,21.91,5.45,0.0
20230313:1409,684.74,494.44,363.06,8.18,56.1,22.08,5.52,0.0
20230313:1509,480.47,213.2,381.2,5.99,48.14,22.01,5.59,0.0
20230313:1609,388.46,175.41,303.7,4.8,37.39,21.65,5.72,0.0
20230313:1709,164.6,26.94,186.27,2.31,25.26,20.97,6.0,0.0
20230313:1809,13.06,0.0,28.39,0.32,12.44,19.97,6.34,0.0
20230313:1909,0.0,0.0,0.0,0.0,0.0,18.37,6.62,0.0
20230313:2009,0.0,0.0,0.0,0.0,0.0,17.46,6.34,0.0
20230313:2109,0.0,0.0,0.0,0.0,0.0,17.0,6.21,0.0
20230313:2209,0.0,0.0,0.0,0.0,0.0,16.8,6.0,0.0
20230313:2309,0.0,0.0,0.0,0.0,0.0,16.53,5.79,0.0
20230314:0009,0.0,0.0,0.0,0.0,0.0,16.28,5.66,0.0
20230314:0109,0.0,0.0,0.0,0.0,0.0,16.17,5.59,0.0
20230314:0209,0.0,0.0,0.0,0.0,0.0,16.05,5.45,0.0
20230314:0309,0.0,0.0,0.0,0.0,0.0,16.02,5.38,0.0
20230314:0409,0.0,0.0,0.0,0.0,0.0,15.94,5.31,0.0
20230314:0509,0.0,0.0,0.0,0.0,0.0,15.89,5.31,0.0
20230314:0609,0.0,0.0,0.0,0.0,0.0,15.94,5.45,0.0
20230314:0709,0.0,0.0,0.0,0.0,0.0,16.08,5.59,0.0
20230314:0809,117.97,111.4,65.37,1.68,11.36,16.32,5.66,0.0
20230314:0909,367.51,337.45,114.43,4.24,24.24,17.54,5.93,0.0
20230314:1009,594.6,593.62,127.82,6.73,36.5,18.74,5.93,0.0
20230314:1109,744.21,767.96,150.77,8.56,47.48,19.73,5.72,0.0
20230314:1209,832.72,883.8,163.66,9.73,55.86,20.51,5.38,0.0
20230314:1309,878.47,970.08,147.96,10.34,59.37,21.05,5.17,0.0
20230314:1409,852.27,935.14,146.06,9.96,56.43,21.35,5.24,0.0
20230314:1509,762.59,807.07,147.19,8.74,48.4,21.35,5.38,0.0
20230314:1609,620.16,631.63,131.56,6.92,37.59,21.08,5.66,0.0
20230314:1709,413.58,400.0,110.94,4.56,25.42,20.54,5.86,0.0
20230314:1809,152.23,136.84,78.09,1.88,12.57,19.7,6.0,0.0
20230314:1909,0.0,0.0,0.0,0.0,0.0,18.65,5.66,0.0
20230314:2009,0.0,0.0,0.0,0.0,0.0,17.71,5.52,0.0
20230314:2109,0.0,0.0,0.0,0.0,0.0,17.31,5.52,0.0
20230314:2209,0.0,0.0,0.0,0.0,0.0,17.02,5.59,0.0
20230314:2309,0.0,0.0,0.0,0.0,0.0,16.68,5.52,0.0
20230315:0009,0.0,0.0,0.0,0.0,0.0,16.48,5.38,0.0
20230315:0109,0.0,0.0,0.0,0.0,0.0,16.3,5.24,0.0
20230315:0209,0.0,0.0,0.0,0.0,0.0,16.12,5.1,0.0
20230315:0309,0.0,0.0,0.0,0.0,0.0,15.94,5.03,0.0
20230315:0409,0.0,0.0,0.0,0.0,0.0,15.82,5.03,0.0
20230315:0509,0.0,0.0,0.0,0.0,0.0,15.65,5.03,0.0
20230315:0609,0.0,0.0,0.0,0.0,0.0,15.61,5.1,0.0
20230315:0709,0.0,0.0,0.0,0.0,0.0,15.66,4.69,0.0
20230315:0809,117.58,109.66,65.9,1.69,11.61,15.68,4.28,0.0
20230315:0909,359.96,329.18,114.72,4.2,24.51,16.84,4.21,0.0
20230315:1009,578.68,572.19,133.51,6.62,36.8,18.28,4.55,0.0
20230315:1109,729.47,752.12,151.12,8.45,47.82,19.47,4.97,0.0
20230315:1209,819.79,865.55,165.11,9.62,56.25,20.4,5.17,0.0
20230315:1309,856.62,925.04,162.55,10.11,59.77,21.05,5.1,0.0
20230315:1409,833.66,903.85,154.16,9.79,56.77,21.25,4.9,0.0
20230315:1509,720.34,712.63,190.35,8.34,48.65,21.06,4.55,0.0
20230315:1609,523.6,412.29,234.48,6.06,37.78,20.81,4.28,0.0
20230315:1709,313.49,202.81,187.99,3.72,25.57,20.44,4.41,0.0
20230315:1809,127.07,89.99,89.88,1.67,12.71,19.68,4.83,0.0
20230315:1909,0.0,0.0,0.0,0.0,0.0,18.56,5.31,0.0
20230315:2009,0.0,0.0,0.0,0.0,0.0,17.58,5.38,0.0
20230315:2109,0.0,0.0,0.0,0.0,0.0,17.08,5.31,0.0
20230315:2209,0.0,0.0,0.0,0.0,0.0,16.84,5.45,0.0
20230315:2309,0.0,0.0,0.0,0.0,0.0,16.68,5.86,0.0
20230316:0009,0.0,0.0,0.0,0.0,0.0,16.51,6.0,0.0
20230316:0109,0.0,0.0,0.0,0.0,0.0,16.31,6.0,0.0
20230316:0209,0.0,0.0,0.0,0.0,0.0,16.09,6.21,0.0
20230316:0309,0.0,0.0,0.0,0.0,0.0,15.94,6.34,0.0
20230316:0409,0.0,0.0,0.0,0.0,0.0,15.82,6.41,0.0
20230316:0509,0.0,0.0,0.0,0.0,0.0,15.73,6.0,0.0
20230316:0609,0.0,0.0,0.0,0.0,0.0,15.68,5.66,0.0
20230316:0709,0.0,0.0,0.0,0.0,0.0,15.81,4.97,0.0
20230316:0809,126.87,127.32,62.13,1.83,11.87,15.99,4.9,0.0
20230316:0909,351.19,302.83,128.27,4.12,24.78,16.98,5.52,0.0
20230316:1009,570.94,543.01,146.57,6.52,37.1,18.25,6.07,0.0
20230316:1109,740.69,767.28,141.01,8.53,48.16,19.14,6.07,0.0
20230316:1209,839.6,905.92,141.97,9.8,56.64,19.78,5.79,0.0
20230316:1309,880.93,981.58,129.37,10.34,60.16,20.4,5.66,0.0
20230316:1409,844.99,920.17,141.69,9.85,57.1,20.89,5.79,0.0
20230316:1509,733.33,732.99,174.9,8.41,48.9,21.21,6.28,0.0
20230316:1609,585.29,553.63,160.89,6.58,37.97,21.08,6.76,0.0
20230316:1709,349.55,267.32,163.8,4.02,25.72,20.51,7.1,0.0
20230316:1809,116.98,72.29,93.1,1.58,12.84,19.59,7.1,0.0
20230316:1909,0.0,0.0,0.0,0.0,0.0,18.19,7.38,0.0
20230316:2009,0.0,0.0,0.0,0.0,0.0,17.3,7.52,0.0
20230316:2109,0.0,0.0,0.0,0.0,0.0,16.96,7.72,0.0
20230316:2209,0.0,0.0,0.0,0.0,0.0,16.84,7.38,0.0
20230316:2309,0.0,0.0,0.0,0.0,0.0,16.79,6.69,0.0
20230317:0009,0.0,0.0,0.0,0.0,0.0,16.74,6.55,0.0
20230317:0109,0.0,0.0,0.0,0.0,0.0,16.71,6.83,0.0
20230317:0209,0.0,0.0,0.0,0.0,0.0,16.63,6.97,0.0
20230317:0309,0.0,0.0,0.0,0.0,0.0,16.5,7.17,0.0
20230317:0409,0.0,0.0,0.0,0.0,0.0,16.46,7.38,0.0
20230317:0509,0.0,0.0,0.0,0.0,0.0,16.49,7.24,0.0
20230317:0609,0.0,0.0,0.0,0.0,0.0,16.62,7.1,0.0
20230317:0709,0.0,0.0,0.0,0.0,0.0,16.81,7.24,0.0
20230317:0809,56.63,8.96,76.29,0.94,12.12,17.05,7.72,0.0
20230317:0909,82.4,0.0,114.49,1.29,25.05,17.79,7.59,0.0
20230317:1009,185.64,7.94,226.71,2.63,37.4,18.43,7.72,0.0
20230317:1109,191.63,1.14,241.36,2.74,48.5,19.09,7.72,0.0
20230317:1209,161.79,0.0,208.17,2.35,57.02,19.49,7.93,0.0
20230317:1309,178.02,0.0,227.09,2.56,60.56,19.53,7.93,0.0
20230317:1409,186.18,0.0,236.56,2.67,57.43,19.55,8.14,0.0
20230317:1509,274.94,20.86,318.76,3.77,49.15,19.49,8.14,0.0
20230317:1609,271.8,49.12,285.69,3.62,38.16,19.11,7.79,0.0
20230317:1709,211.41,61.9,202.9,2.78,25.87,18.54,7.45,0.0
20230317:1809,135.76,103.86,86.23,1.76,12.97,17.85,7.52,0.0
20230317:1909,0.0,0.0,0.0,0.0,0.0,16.73,8.48,0.0
20230317:2009,0.0,0.0,0.0,0.0,0.0,16.12,8.34,0.0
20230317:2109,0.0,0.0,0.0,0.0,0.0,15.95,8.07,0.0
20230317:2209,0.0,0.0,0.0,0.0,0.0,15.86,8.07,0.0
20230317:2309,0.0,0.0,0.0,0.0,0.0,15.7,8.14,0.0
20230318:0009,0.0,0.0,0.0,0.0,0.0,15.58,7.86,0.0
20230318:0109,0.0,0.0,0.0,0.0,0.0,15.45,7.72,0.0
20230318:0209,0.0,0.0,0.0,0.0,0.0,15.36,7.45,0.0
20230318:0309,0.0,0.0,0.0,0.0,0.0,15.29,7.31,0.0
20230318:0409,0.0,0.0,0.0,0.0,0.0,15.19,7.59,0.0
20230318:0509,0.0,0.0,0.0,0.0,0.0,15.15,8.28,0.0
20230318:0609,0.0,0.0,0.0,0.0,0.0,15.18,8.48,0.0
20230318:0709,0.0,0.0,0.0,0.0,0.0,15.33,7.93,0.0
20230318:0809,129.65,125.84,65.4,1.89,12.38,15.52,6.07,0.0
20230318:0909,88.6,0.0,121.12,1.37,25.33,16.28,6.28,0.0
20230318:1009,153.14,1.13,194.99,2.21,37.7,17.12,7.52,0.0
20230318:1109,122.25,0.0,160.86,1.82,48.85,17.69,7.93,0.0
20230318:1209,229.35,1.14,283.94,3.22,57.41,18.1,8.0,0.0
20230318:1309,309.37,16.0,362.75,4.23,60.96,18.4,7.93,0.0
20230318:1409,327.37,28.69,371.51,4.43,57.76,18.72,7.93,0.0
20230318:1509,583.46,351.98,352.97,6.91,49.4,18.84,7.72,0.0
20230318:1609,341.17,108.23,306.78,4.34,38.34,18.87,7.66,0.0
20230318:1709,224.72,73.29,206.79,2.92,26.02,18.57,8.0,0.0
20230318:1809,99.45,43.21,96.93,1.42,13.1,17.96,8.21,0.0
20230318:1909,0.0,0.0,0.0,0.0,0.0,17.37,8.62,0.0
20230318:2009,0.0,0.0,0.0,0.0,0.0,17.03,8.34,0.0
20230318:2109,0.0,0.0,0.0,0.0,0.0,16.87,8.34,0.0
20230318:2209,0.0,0.0,0.0,0.0,0.0,16.7,8.41,0.0
20230318:2309,0.0,0.0,0.0,0.0,0.0,16.51,8.48,0.0
20230319:0009,0.0,0.0,0.0,0.0,0.0,16.35,8.28,0.0
20230319:0109,0.0,0.0,0.0,0.0,0.0,16.17,8.07,0.0
20230319:0209,0.0,0.0,0.0,0.0,0.0,16.05,8.07,0.0
20230319:0309,0.0,0.0,0.0,0.0,0.0,15.96,8.07,0.0
20230319:0409,0.0,0.0,0.0,0.0,0.0,15.83,8.07,0.0
20230319:0509,0.0,0.0,0.0,0.0,0.0,15.67,8.07,0.0
20230319:0609,0.0,0.0,0.0,0.0,0.0,15.48,8.0,0.0
20230319:0709,0.0,0.0,0.0,0.0,0.0,15.47,7.79,0.0
20230319:0809,105.19,64.22,87.29,1.57,12.64,15.62,7.79,0.0
20230319:0909,250.44,108.05,199.7,3.19,25.6,16.17,7.72,0.0
20230319:1009,264.73,42.69,280.82,3.54,38.0,16.84,7.59,0.0
20230319:1109,254.36,12.42,300.88,3.5,49.19,17.45,7.17,0.0
20230319:1209,487.28,157.65,432.1,6.2,57.8,18.06,6.9,0.0
20230319:1309,763.02,605.72,331.03,9.01,61.35,18.5,6.62,0.0
20230319:1409,452.16,121.2,428.94,5.84,58.09,18.61,6.34,0.0
20230319:1509,501.61,228.72,379.79,6.18,49.64,18.66,6.34,0.0
20230319:1609,460.61,273.3,282.86,5.46,38.53,18.47,6.55,0.0
20230319:1709,367.84,295.81,152.38,4.21,26.17,17.9,6.76,0.0
20230319:1809,128.29,87.72,91.57,1.72,13.22,17.34,6.76,0.0
20230319:1909,0.0,0.0,0.0,0.0,0.0,16.61,6.83,0.0
20230319:2009,0.0,0.0,0.0,0.0,0.0,16.18,7.1,0.0
20230319:2109,0.0,0.0,0.0,0.0,0.0,15.97,6.9,0.0
20230319:2209,0.0,0.0,0.0,0.0,0.0,15.92,6.9,0.0
20230319:2309,0.0,0.0,0.0,0.0,0.0,15.79,7.1,0.0
20230320:0009,0.0,0.0,0.0,0.0,0.0,15.66,7.24,0.0
20230320:0109,0.0,0.0,0.0,0.0,0.0,15.59,7.17,0.0
20230320:0209,0.0,0.0,0.0,0.0,0.0,15.45,6.97,0.0
20230320:0309,0.0,0.0,0.0,0.0,0.0,15.4,6.83,0.0
20230320:0409,0.0,0.0,0.0,0.0,0.0,15.37,6.76,0.0
20230320:0509,0.0,0.0,0.0,0.0,0.0,15.35,6.69,0.0
20230320:0609,0.0,0.0,0.0,0.0,0.0,15.3,6.62,0.0
20230320:0709,0.0,0.0,0.0,0.0,0.0,15.23,6.41,0.0
